player,team,YAR,DVOA,VOA,passes,yards,Eyds,TD,catch_rate,fum,year,catches,yds_per_catch,DYAR_per_catch,Eyds_per_catch,DYAR
L.Fitzgerald,ARI,182,-0.013,0.014,161,1156,1270,6,0.68,1,2017,109,10.6,1.3,11.6,147
T.Y.Hilton,IND,60,-0.038,-0.056,109,966,801,4,0.52,2,2017,57,17.0,1.3,14.1,75
A.J.Green,CIN,88,-0.064,-0.051,143,1086,1063,8,0.52,2,2017,74,14.6,1.0,14.3,73
A.Brown,PIT,389,0.201,0.170,163,1533,1703,9,0.62,3,2017,101,15.2,4.3,16.9,430
M.Jones,DET,385,0.338,0.326,107,1101,1276,9,0.57,0,2017,61,18.1,6.5,20.9,395
K.Allen,LACH,378,0.165,0.165,159,1395,1614,6,0.64,1,2017,102,13.7,3.7,15.9,378
D.Hopkins,HOU,340,0.133,0.114,174,1378,1694,13,0.55,1,2017,96,14.4,3.8,17.7,367
M.Thomas,NO,335,0.150,0.154,149,1245,1460,5,0.70,0,2017,104,11.9,3.2,14.0,330
J.Smith-Schuster,PIT,321,0.373,0.380,79,917,983,7,0.73,0,2017,58,15.9,5.5,17.0,317
J.Jones,ATL,326,0.137,0.148,148,1444,1427,3,0.59,0,2017,87,16.5,3.6,16.3,313
T.Hill,KC,303,0.236,0.234,106,1192,1132,7,0.72,0,2017,76,15.6,4.0,14.8,304
S.Diggs,MIN,308,0.247,0.263,95,849,1077,8,0.67,0,2017,64,13.3,4.6,16.9,295
C.Kupp,LARM,266,0.248,0.239,92,869,993,5,0.65,1,2017,60,14.5,4.5,16.6,272
A.Thielen,MIN,269,0.101,0.108,142,1276,1320,4,0.64,3,2017,91,14.0,2.9,14.5,261
T.Ginn,NO,266,0.348,0.362,70,787,826,4,0.76,0,2017,53,14.8,4.9,15.5,259
B.Cooks,NE,266,0.149,0.157,114,1082,1143,7,0.57,0,2017,65,16.7,4.0,17.6,258
S.Watkins,LARM,206,0.241,0.225,70,593,797,8,0.56,0,2017,39,15.1,5.5,20.3,216
D.Adams,GB,205,0.103,0.092,117,885,1078,10,0.63,0,2017,74,12.0,2.9,14.6,215
G.Tate,DET,205,0.097,0.098,120,1003,1040,5,0.77,1,2017,92,10.9,2.2,11.3,204
D.Baldwin,SEA,218,0.096,0.117,118,983,1024,8,0.65,0,2017,77,12.8,2.6,13.4,200
M.Sanu,ATL,180,0.107,0.109,96,703,888,5,0.70,0,2017,67,10.5,2.7,13.2,179
R.Matthews,TEN,183,0.136,0.151,87,795,788,4,0.61,0,2017,53,15.0,3.3,14.8,173
R.Woods,LARM,178,0.134,0.143,85,781,776,5,0.66,1,2017,56,13.9,3.1,13.8,172
D.Funchess,CAR,157,0.068,0.055,112,840,951,8,0.56,0,2017,63,13.4,2.7,15.2,168
A.Wilson,KC,157,0.214,0.193,62,554,647,3,0.68,0,2017,42,13.1,4.0,15.3,167
P.Richardson,SEA,183,0.134,0.169,80,703,741,6,0.55,0,2017,44,16.0,3.7,16.8,161
M.Goodwin,SF,149,0.059,0.052,105,962,907,2,0.53,0,2017,56,17.3,2.8,16.3,155
T.Williams,LACH,142,0.154,0.139,69,728,657,4,0.62,1,2017,43,17.0,3.5,15.4,150
A.Hurns,JAC,154,0.206,0.216,56,484,586,2,0.70,0,2017,39,12.3,3.8,14.9,149
M.Evans,TB,145,0.012,0.008,136,1004,1095,5,0.52,0,2017,71,14.2,2.1,15.5,149
D.Thomas,DEN,151,0.002,0.006,140,949,1142,5,0.59,1,2017,83,11.5,1.8,13.8,146
J.Kearse,NYJ,133,0.052,0.036,102,810,882,5,0.64,1,2017,65,12.4,2.2,13.5,146
R.Grant,WAS,152,0.167,0.180,65,573,619,4,0.69,0,2017,45,12.8,3.3,13.8,146
N.Agholor,PHI,130,0.067,0.053,95,768,798,8,0.65,0,2017,62,12.4,2.3,12.9,141
C.Godwin,TB,130,0.205,0.185,55,525,543,1,0.62,0,2017,34,15.4,4.0,15.9,138
D.Amendola,NE,150,0.084,0.102,86,659,737,2,0.71,1,2017,61,10.8,2.3,12.1,138
W.Fuller,HOU,134,0.176,0.195,50,423,525,7,0.56,0,2017,28,15.1,4.5,18.8,126
K.Benjamin,2TM,129,0.081,0.087,78,692,677,3,0.62,0,2017,48,14.3,2.6,14.0,125
S.Shepard,NYG,122,0.049,0.052,84,733,731,2,0.70,1,2017,59,12.5,2.0,12.4,120
M.Lee,JAC,115,0.030,0.025,96,702,795,3,0.58,1,2017,56,12.6,2.1,14.3,119
M.Bryant,PIT,107,0.049,0.032,84,603,723,3,0.60,0,2017,50,12.0,2.3,14.3,118
Tr.Taylor,SF,92,0.114,0.068,60,430,552,2,0.72,0,2017,43,10.0,2.6,12.8,114
R.Anderson,NYJ,99,-0.001,-0.017,116,949,902,7,0.56,0,2017,65,14.6,1.7,13.9,113
A.Humphries,TB,99,0.051,0.031,83,631,679,1,0.73,1,2017,61,10.4,1.8,11.2,112
A.Jeffery,PHI,115,-0.012,-0.005,120,789,927,9,0.48,0,2017,58,13.7,1.9,16.1,108
K.Stills,MIA,91,0.004,-0.016,105,854,823,6,0.55,4,2017,58,14.8,1.9,14.3,107
D.Jackson,TB,99,0.016,0.008,90,668,755,3,0.56,0,2017,50,13.3,2.1,15.0,105
J.Landry,MIA,75,-0.049,-0.067,161,987,1163,9,0.70,3,2017,113,8.8,0.9,10.3,98
M.Wallace,BAL,123,0.004,0.042,92,748,737,4,0.57,0,2017,52,14.3,1.8,14.1,96
T.J.Jones,DET,68,0.069,0.054,49,399,413,1,0.61,0,2017,30,13.3,2.4,13.8,73
E.Decker,TEN,80,-0.016,-0.003,83,563,638,1,0.65,0,2017,54,10.4,1.3,11.8,72
C.Hogan,NE,84,0.025,0.053,59,439,483,5,0.58,0,2017,34,12.8,2.1,14.1,71
T.Williams,DAL,75,-0.019,-0.008,78,568,611,0,0.68,0,2017,53,10.7,1.3,11.5,67
T.Benjamin,LACH,76,0.005,0.027,66,574,500,4,0.53,0,2017,35,16.4,1.9,14.3,65
J.Crowder,WAS,50,-0.045,-0.063,103,789,731,3,0.64,0,2017,66,12.0,1.0,11.1,64
D.Thompson,2TM,85,-0.009,0.029,69,555,535,2,0.55,0,2017,38,14.6,1.7,14.1,64
J.Nelson,GB,49,-0.050,-0.062,89,482,706,6,0.60,0,2017,53,9.0,1.1,13.2,58
K.Wright,CHI,53,-0.048,-0.049,91,614,627,1,0.65,0,2017,59,10.4,0.9,10.6,53
M.Crabtree,OAK,54,-0.065,-0.062,101,618,757,8,0.57,1,2017,58,10.7,0.9,13.1,52
T.Lockett,SEA,68,-0.034,0.004,71,555,499,2,0.63,0,2017,45,12.4,1.1,11.2,48
R.Cobb,GB,41,-0.060,-0.070,93,647,657,4,0.72,1,2017,67,9.7,0.7,9.8,48
J.J.Nelson,ARI,44,-0.019,-0.027,61,508,432,2,0.48,1,2017,29,17.3,1.6,14.8,48
P.Garcon,SF,41,-0.038,-0.047,67,500,481,0,0.60,0,2017,40,12.4,1.1,12.0,45
J.Doctson,WAS,22,-0.071,-0.094,78,502,593,6,0.45,0,2017,35,14.3,1.1,16.9,37
K.Cole,JAC,57,-0.074,-0.042,83,752,594,3,0.51,2,2017,42,17.8,0.8,14.0,35
S.Roberts,OAK,33,-0.058,-0.061,65,459,457,1,0.66,2,2017,43,10.7,0.8,10.7,34
A.Cooper,OAK,20,-0.091,-0.100,95,680,640,7,0.51,1,2017,48,14.0,0.6,13.2,27
T.Gabriel,ATL,19,-0.080,-0.077,51,378,347,1,0.65,0,2017,33,11.4,0.5,10.5,18
D.Parker,MIA,6,-0.110,-0.119,96,670,631,1,0.59,1,2017,57,11.8,0.2,11.1,12
B.Fowler,DEN,14,-0.098,-0.094,56,350,358,3,0.52,0,2017,29,12.0,0.4,12.3,12
Ja.Brown,ARI,33,-0.115,-0.066,69,477,455,4,0.45,0,2017,31,15.4,0.2,14.7,6
D.Bryant,DAL,-8,-0.135,-0.134,132,838,859,6,0.52,1,2017,69,12.2,-0.1,12.5,-9
C.Beasley,DAL,-8,-0.169,-0.143,63,314,388,4,0.57,0,2017,36,8.7,-0.6,10.8,-22
T.Smith,PHI,-26,-0.182,-0.177,69,427,386,2,0.54,0,2017,37,11.5,-0.8,10.4,-29
B.LaFell,CIN,-35,-0.169,-0.176,89,548,539,3,0.58,1,2017,52,10.6,-0.6,10.4,-30
D.Westbrook,JAC,-24,-0.215,-0.187,51,339,269,1,0.53,1,2017,27,12.5,-1.3,10.0,-35
R.Lewis,NYG,-39,-0.187,-0.195,72,416,414,2,0.50,0,2017,36,11.6,-1.0,11.5,-35
J.Maclin,BAL,-17,-0.191,-0.157,72,440,401,3,0.56,0,2017,40,10.9,-0.9,9.9,-36
E.Sanders,DEN,-36,-0.182,-0.176,91,565,526,2,0.51,0,2017,46,12.2,-0.9,11.3,-40
C.Coleman,CLE,-60,-0.215,-0.258,58,305,312,2,0.40,0,2017,23,13.1,-1.8,13.4,-41
R.Higgins,CLE,-50,-0.231,-0.255,51,316,258,2,0.55,1,2017,28,11.3,-1.5,9.2,-41
R.Louis,CLE,-57,-0.230,-0.244,61,357,318,0,0.44,0,2017,27,13.3,-1.9,11.8,-50
Jo.Brown,ARI,-29,-0.244,-0.193,55,299,278,3,0.38,0,2017,21,14.3,-2.4,13.3,-51
B.Ellington,HOU,-61,-0.245,-0.263,57,329,285,2,0.51,1,2017,29,11.3,-1.8,9.8,-53
C.Davis,TEN,-97,-0.302,-0.319,65,375,279,0,0.52,1,2017,34,11.1,-2.6,8.3,-88
Z.Jones,BUF,-119,-0.352,-0.331,74,316,279,2,0.36,0,2017,27,11.9,-4.9,10.5,-131
B.Butler,DAL,133,0.616,0.606,23,319,346,3,0.65,0,2017,15,21.3,9.0,23.1,135
K.Golladay,DET,126,0.219,0.207,48,477,498,3,0.58,0,2017,28,17.1,4.7,17.9,130
D.Moncrief,IND,88,0.114,0.100,47,391,455,2,0.55,0,2017,26,15.1,3.6,17.6,94
C.Latimer,DEN,88,0.219,0.220,31,287,336,2,0.61,0,2017,19,15.2,4.7,17.8,88
J.Wright,MIN,86,0.290,0.296,25,198,289,2,0.72,0,2017,18,11.0,4.7,16.1,84
T.Boyd,CIN,71,0.195,0.170,32,225,306,2,0.69,0,2017,22,10.2,3.4,13.9,76
J.Kerley,NYJ,72,0.190,0.228,27,225,260,1,0.81,0,2017,22,10.3,2.9,11.9,64
J.Grant,MIA,58,0.221,0.208,23,210,229,2,0.61,0,2017,14,15.0,4.3,16.3,60
M.Hollins,PHI,61,0.250,0.261,22,226,216,1,0.73,0,2017,16,14.1,3.7,13.4,59
J.Hardy,ATL,62,0.125,0.141,29,221,276,3,0.69,1,2017,20,11.0,2.9,13.8,59
O.Beckham,NYG,64,0.035,0.054,41,302,374,3,0.61,0,2017,25,12.1,2.3,15.0,57
A.Erickson,CIN,52,0.311,0.295,16,180,180,1,0.75,1,2017,12,15.0,4.5,15.0,54
D.Inman,2TM,60,0.036,0.054,44,343,350,1,0.57,0,2017,25,13.7,2.2,14.0,54
B.Coleman,NO,57,0.060,0.072,37,374,311,3,0.62,2,2017,23,16.3,2.3,13.6,53
C.Conley,KC,49,0.272,0.267,16,175,175,0,0.69,0,2017,11,15.9,4.5,15.9,50
P.Dorsett,NE,40,0.216,0.175,18,194,175,0,0.67,0,2017,12,16.1,3.7,14.5,45
A.Holmes,BUF,50,0.098,0.136,23,120,217,3,0.57,0,2017,13,9.2,3.3,16.6,43
M.Campanaro,BAL,32,0.034,0.024,27,173,223,1,0.70,0,2017,19,9.2,1.8,11.8,34
J.Matthews,BUF,32,-0.006,-0.008,36,282,269,1,0.69,1,2017,25,11.4,1.3,10.8,33
C.Rogers,IND,15,-0.031,-0.074,37,284,278,1,0.62,0,2017,23,12.4,1.2,12.1,28
T.McBride,CHI,20,0.106,0.046,15,144,133,0,0.53,0,2017,8,18.1,3.4,16.7,27
T.Pryor,WAS,21,-0.053,-0.059,37,240,282,1,0.54,0,2017,20,12.0,1.2,14.1,23
J.Mickens,JAC,29,0.101,0.177,11,77,109,2,0.55,0,2017,6,12.7,3.6,18.0,22
J.Holton,OAK,24,0.030,0.056,18,218,138,3,0.50,2,2017,9,24.2,2.3,15.3,21
J.Bellamy,CHI,35,-0.068,-0.026,46,376,311,1,0.52,0,2017,24,15.7,0.8,13.0,20
DA.Thomas,KC,23,0.047,0.073,16,143,123,2,0.88,0,2017,14,10.2,1.4,8.7,20
B.Bersin,CAR,23,0.056,0.091,14,128,115,0,0.57,0,2017,8,16.0,2.4,14.4,19
C.Patterson,OAK,5,-0.074,-0.112,42,305,294,0,0.74,0,2017,31,9.8,0.5,9.5,17
J.Gordon,CLE,13,-0.078,-0.088,42,335,292,1,0.43,0,2017,18,18.5,0.9,16.2,16
T.King,NYG,23,-0.075,-0.051,37,240,267,3,0.49,0,2017,18,13.2,0.9,14.7,16
K.Bourne,SF,-3,-0.097,-0.139,34,257,219,0,0.47,0,2017,16,16.1,0.5,13.7,8
Ta.Taylor,TEN,18,-0.097,-0.042,28,231,182,1,0.57,0,2017,16,14.5,0.4,11.4,6
L.Murphy,SF,7,-0.094,-0.075,17,121,114,1,0.47,0,2017,8,15.1,0.5,14.3,4
J.Taylor,DEN,6,-0.109,-0.091,20,142,132,0,0.65,0,2017,13,10.9,0.2,10.2,3
B.Tate,BUF,1,-0.121,-0.116,14,81,84,1,0.43,0,2017,6,13.5,0.2,14.0,1
D.Byrd,CAR,-1,-0.130,-0.131,17,105,113,2,0.59,0,2017,10,10.5,0.0,11.3,0
C.Moore,BAL,-5,-0.141,-0.142,38,248,234,3,0.47,0,2017,18,13.9,-0.2,13.1,-4
A.Darboh,SEA,-2,-0.191,-0.149,13,71,71,0,0.62,0,2017,8,8.8,-0.7,8.8,-6
G.Allison,GB,-12,-0.150,-0.163,39,253,257,0,0.59,1,2017,23,11.0,-0.3,11.2,-8
M.Williams,LACH,-24,-0.180,-0.252,23,95,143,0,0.48,0,2017,11,8.6,-0.9,13.0,-10
T.Lewis,NO,-10,-0.228,-0.211,15,116,76,1,0.67,0,2017,10,11.5,-1.2,7.6,-12
C.Samuel,CAR,-10,-0.183,-0.173,26,115,153,0,0.58,0,2017,15,7.6,-0.8,10.1,-12
J.Hunter,PIT,-15,-0.296,-0.332,10,23,40,1,0.40,0,2017,4,5.8,-3.0,10.0,-12
L.Carroo,MIA,-18,-0.263,-0.306,14,69,61,0,0.50,0,2017,7,9.9,-2.0,8.7,-14
D.Robinson,KC,-12,-0.169,-0.164,39,212,238,0,0.54,0,2017,21,10.1,-0.7,11.3,-14
N.Brown,DAL,-14,-0.299,-0.297,9,33,47,0,0.44,0,2017,4,8.3,-3.5,11.9,-14
L.Treadwell,MIN,-12,-0.182,-0.169,35,200,203,0,0.57,1,2017,20,10.0,-0.8,10.2,-15
S.Coates,CLE,-18,-0.325,-0.348,11,70,43,0,0.55,0,2017,6,11.6,-2.6,7.1,-16
C.Hansen,NYJ,-18,-0.263,-0.275,17,94,76,0,0.53,0,2017,9,10.4,-1.9,8.4,-17
K.Britt,2TM,-23,-0.190,-0.197,43,256,232,2,0.47,0,2017,20,12.7,-1.0,11.5,-20
K.Williams,CLE,-10,-0.251,-0.189,18,84,105,0,0.50,0,2017,9,9.3,-2.3,11.7,-21
W.Snead,NO,-22,-0.310,-0.306,16,92,67,0,0.50,0,2017,8,11.5,-2.9,8.4,-23
E.Rogers,PIT,-23,-0.223,-0.206,36,154,195,1,0.50,0,2017,18,8.6,-1.6,10.8,-28
M.Floyd,MIN,-26,-0.364,-0.328,17,78,59,0,0.59,0,2017,10,7.8,-3.0,5.9,-30
J.Malone,CIN,-30,-0.369,-0.367,17,63,57,1,0.35,0,2017,6,10.6,-5.0,9.6,-30
B.Miller,HOU,-36,-0.269,-0.293,29,162,132,1,0.66,0,2017,19,8.5,-1.6,6.9,-31
B.Marshall,NYG,-37,-0.249,-0.264,33,154,172,0,0.55,0,2017,18,8.5,-1.8,9.5,-33
J.Reynolds,LARM,-43,-0.310,-0.349,24,104,104,1,0.46,0,2017,11,9.4,-3.2,9.4,-35
B.Treggs,CLE,-37,-0.403,-0.414,18,79,52,0,0.28,0,2017,5,15.7,-7.1,10.3,-36
M.Clark,GB,-48,-0.466,-0.563,14,41,34,0,0.29,0,2017,4,10.1,-9.1,8.4,-37
A.Stewart,NYJ,-39,-0.454,-0.468,15,85,37,0,0.53,0,2017,8,10.7,-4.7,4.7,-37
R.Shepard,CAR,-40,-0.279,-0.288,32,202,146,1,0.53,1,2017,17,11.9,-2.2,8.6,-38
K.Clay,2TM,-43,-0.435,-0.419,20,85,52,0,0.30,0,2017,6,14.2,-7.5,8.7,-45
T.Rudolph,NYG,-49,-0.432,-0.430,21,101,58,0,0.38,0,2017,8,12.7,-6.1,7.3,-49
I.McKenzie,DEN,-50,-0.668,-0.668,13,29,1,0,0.31,0,2017,4,7.2,-12.4,0.2,-50
P.Cooper,LARM,-51,-0.492,-0.478,19,84,40,0,0.58,0,2017,11,7.6,-4.8,3.6,-53
M.Wheaton,CHI,-68,-0.662,-0.676,17,51,3,0,0.18,0,2017,3,16.7,-21.6,1.0,-66
T.Austin,LARM,-98,-0.682,-0.679,24,56,-1,0,0.63,0,2017,15,3.7,-6.5,-0.1,-99
K.Aiken,IND,-150,-0.558,-0.574,44,133,60,0,0.34,0,2017,15,8.9,-9.6,4.0,-144
B.Perriman,BAL,-150,-0.718,-0.686,35,77,-16,0,0.29,0,2017,10,7.6,-15.6,-1.6,-158
T.Lockett,SEA,458,0.663,0.654,70,965,1162,10,0.81,1,2018,57,17.0,8.2,20.5,464
D.Hopkins,HOU,433,0.226,0.209,163,1572,1723,11,0.71,2,2018,116,13.6,3.9,14.9,455
M.Thomas,NO,473,0.231,0.256,147,1405,1658,9,0.85,2,2018,125,11.2,3.5,13.3,442
M.Evans,TB,417,0.263,0.260,138,1524,1499,8,0.62,1,2018,86,17.8,4.9,17.5,420
T.Hill,KC,356,0.238,0.209,137,1479,1434,12,0.64,0,2018,88,16.9,4.4,16.4,387
J.Jones,ATL,416,0.159,0.185,170,1677,1651,8,0.66,2,2018,112,14.9,3.4,14.7,382
T.Y.Hilton,IND,386,0.234,0.261,120,1270,1339,6,0.63,0,2018,76,16.8,4.7,17.7,359
A.Thielen,MIN,335,0.152,0.148,153,1373,1497,9,0.74,1,2018,113,12.1,3.0,13.2,341
K.Allen,LAC,296,0.181,0.157,136,1196,1320,6,0.71,1,2018,97,12.4,3.3,13.7,320
B.Cooks,LAR,313,0.215,0.210,117,1205,1227,5,0.68,1,2018,80,15.1,4.0,15.4,318
R.Woods,LAR,301,0.175,0.161,130,1219,1319,6,0.66,0,2018,86,14.2,3.7,15.4,316
T.Boyd,CIN,310,0.241,0.247,108,1028,1125,7,0.70,0,2018,76,13.6,4.0,14.9,305
M.Williams,LAC,246,0.392,0.361,66,664,797,10,0.65,0,2018,43,15.5,6.1,18.6,262
A.Jeffery,PHI,270,0.211,0.236,92,840,977,6,0.71,1,2018,65,12.9,3.8,15.0,251
K.Golladay,DET,225,0.133,0.107,119,1063,1150,5,0.59,1,2018,70,15.1,3.6,16.4,250
D.Adams,GB,264,0.061,0.074,169,1386,1432,13,0.66,0,2018,112,12.4,2.2,12.8,246
J.Smith-Schuster,PIT,195,0.044,0.015,167,1426,1465,7,0.67,1,2018,112,12.7,2.1,13.1,235
J.Gordon,2TM,195,0.204,0.207,71,737,762,4,0.58,0,2018,41,17.9,4.7,18.5,193
A.Brown,PIT,137,0.017,-0.023,168,1297,1365,15,0.62,0,2018,104,12.5,1.8,13.1,191
A.Cooper,2TM,196,0.087,0.098,107,1005,989,7,0.70,2,2018,75,13.4,2.5,13.2,187
C.Ridley,ATL,175,0.102,0.113,92,821,840,10,0.70,2,2018,64,12.7,2.6,13.0,167
S.Watkins,KC,147,0.241,0.208,55,519,596,3,0.73,0,2018,40,12.9,4.0,14.8,161
C.Kupp,LAR,154,0.238,0.228,55,566,586,6,0.73,0,2018,40,14.1,3.9,14.6,158
D.Jackson,TB,147,0.122,0.113,74,774,724,4,0.55,0,2018,41,19.0,3.8,17.8,153
A.Humphries,TB,154,0.067,0.069,105,816,857,5,0.72,0,2018,76,10.8,2.0,11.3,152
O.Beckham,NYG,154,0.025,0.028,124,1052,1036,6,0.62,0,2018,77,13.7,2.0,13.5,151
R.Higgins,CLE,142,0.223,0.222,53,572,543,4,0.74,2,2018,39,14.6,3.6,13.8,143
M.Jones,DET,134,0.157,0.141,62,508,617,5,0.56,0,2018,35,14.6,4.1,17.8,142
M.Sanu,ATL,154,0.064,0.081,94,838,811,4,0.70,2,2018,66,12.7,2.1,12.3,141
J.Nelson,OAK,114,0.057,0.034,88,739,771,3,0.72,0,2018,63,11.7,2.1,12.2,130
T.Williams,LAC,109,0.123,0.086,65,653,606,5,0.63,2,2018,41,15.9,3.1,14.8,128
K.Stills,MIA,105,0.126,0.083,64,553,596,6,0.58,0,2018,37,14.9,3.4,16.1,127
C.Hogan,NE,121,0.143,0.138,55,532,552,3,0.64,0,2018,35,15.1,3.5,15.7,123
J.Edelman,NE,124,0.017,0.019,108,850,870,6,0.69,0,2018,75,11.4,1.6,11.7,122
E.Sanders,DEN,114,0.020,0.021,99,877,797,4,0.73,0,2018,72,12.1,1.6,11.0,113
D.Baldwin,SEA,112,0.060,0.059,73,618,658,5,0.68,0,2018,50,12.4,2.3,13.3,113
D.J.Moore,CAR,126,0.041,0.067,82,788,688,2,0.67,1,2018,55,14.3,2.0,12.5,109
C.Godwin,TB,116,0.013,0.028,95,842,764,7,0.62,4,2018,59,14.3,1.8,13.0,105
C.Davis,TEN,90,-0.012,-0.027,112,891,891,4,0.58,1,2018,65,13.7,1.6,13.7,104
C.Beasley,DAL,128,0.021,0.062,87,672,700,3,0.75,0,2018,65,10.3,1.5,10.7,100
S.Shepard,NYG,111,-0.009,0.008,107,872,815,4,0.62,0,2018,66,13.1,1.5,12.3,97
D.Thomas,2TM,74,0.009,-0.021,89,677,715,5,0.66,0,2018,59,11.5,1.6,12.2,96
C.Sutton,DEN,87,0.013,0.002,84,704,693,4,0.50,0,2018,42,16.8,2.3,16.5,95
S.Roberts,OAK,68,0.047,0.011,64,494,532,2,0.70,0,2018,45,11.0,1.9,11.9,86
A.Miller,CHI,87,0.039,0.075,54,423,455,7,0.61,0,2018,33,12.8,2.2,13.8,71
A.Robinson,CHI,103,-0.048,0.004,94,754,738,4,0.59,1,2018,55,13.6,1.1,13.3,62
J.Reynolds,LAR,52,0.019,-0.004,53,402,437,5,0.55,0,2018,29,13.8,2.1,15.0,62
C.Kirk,ARI,57,-0.018,-0.018,68,590,508,3,0.63,0,2018,43,13.8,1.3,11.9,57
C.Conley,KC,38,-0.010,-0.033,52,334,400,5,0.62,2,2018,32,10.4,1.5,12.4,48
Ta.Taylor,TEN,31,-0.027,-0.055,56,466,414,1,0.66,1,2018,37,12.6,1.2,11.2,43
K.Bourne,SF,45,-0.045,-0.040,67,488,484,4,0.63,1,2018,42,11.6,1.0,11.5,42
A.Callaway,CLE,35,-0.063,-0.071,79,586,567,5,0.54,1,2018,43,13.7,0.9,13.3,40
C.Samuel,CAR,61,-0.054,-0.012,65,494,488,5,0.60,0,2018,39,12.7,1.0,12.5,39
D.Amendola,MIA,25,-0.062,-0.084,79,575,539,1,0.75,0,2018,59,9.7,0.6,9.1,38
J.Crowder,WAS,28,-0.062,-0.049,49,388,326,2,0.59,0,2018,29,13.4,0.8,11.3,23
W.Snead,BAL,20,-0.098,-0.100,95,651,651,1,0.65,0,2018,62,10.5,0.3,10.5,21
D.Moore,SEA,21,-0.074,-0.073,53,445,338,5,0.49,2,2018,26,17.1,0.8,13.0,20
T.Gabriel,CHI,35,-0.102,-0.079,93,688,631,2,0.72,1,2018,67,10.3,0.3,9.4,19
C.Rogers,IND,24,-0.097,-0.084,72,485,486,2,0.74,0,2018,53,9.1,0.3,9.1,17
D.Funchess,CAR,30,-0.105,-0.080,79,549,534,4,0.56,0,2018,44,12.4,0.3,12.1,13
R.Grant,IND,14,-0.098,-0.093,52,334,364,1,0.67,0,2018,35,9.6,0.3,10.4,12
M.Valdes-Scantling,GB,30,-0.113,-0.077,73,581,506,2,0.52,0,2018,38,15.3,0.2,13.3,8
S.Diggs,MIN,20,-0.120,-0.110,149,1021,971,9,0.68,0,2018,101,10.1,0.1,9.6,8
J.Doctson,WAS,21,-0.115,-0.093,78,532,508,2,0.56,0,2018,44,12.2,0.2,11.6,7
R.Anderson,NYJ,13,-0.118,-0.109,94,752,587,6,0.53,2,2018,50,15.1,0.1,11.8,6
Jo.Brown,BAL,-7,-0.122,-0.136,97,717,614,5,0.43,0,2018,42,17.2,0.1,14.7,4
M.Gallup,DAL,15,-0.143,-0.097,68,507,415,2,0.49,0,2018,33,15.2,-0.3,12.5,-9
J.Wright,CAR,6,-0.151,-0.113,59,447,368,1,0.73,3,2018,43,10.4,-0.3,8.5,-12
D.Moncrief,JAX,0,-0.148,-0.126,89,672,537,3,0.54,0,2018,48,14.0,-0.3,11.2,-14
Z.Jones,BUF,-11,-0.155,-0.140,102,652,601,7,0.55,1,2018,56,11.6,-0.4,10.7,-22
L.Fitzgerald,ARI,-4,-0.153,-0.131,112,734,679,6,0.62,0,2018,69,10.6,-0.3,9.8,-23
D.Westbrook,JAX,1,-0.157,-0.126,102,717,621,5,0.66,2,2018,67,10.7,-0.4,9.2,-25
L.Treadwell,MIN,-24,-0.191,-0.184,53,302,302,1,0.66,0,2018,35,8.6,-0.8,8.6,-27
M.Crabtree,BAL,-43,-0.166,-0.178,100,607,632,3,0.54,0,2018,54,11.2,-0.6,11.7,-33
R.Cobb,GB,-50,-0.221,-0.232,61,384,321,2,0.62,1,2018,38,10.2,-1.2,8.5,-45
K.Cole,JAX,-41,-0.213,-0.200,70,493,380,1,0.54,2,2018,38,13.0,-1.3,10.1,-48
N.Agholor,PHI,-33,-0.218,-0.170,97,747,514,4,0.66,1,2018,64,11.7,-1.1,8.0,-69
K.Benjamin,2TM,-96,-0.264,-0.317,67,380,308,1,0.37,0,2018,25,15.3,-2.8,12.4,-69
J.Kearse,NYJ,-130,-0.288,-0.348,76,371,338,1,0.49,0,2018,37,10.0,-2.6,9.1,-95
J.Ross,CIN,-119,-0.333,-0.384,58,210,236,7,0.36,0,2018,21,10.1,-4.6,11.3,-96
Q.Enunwa,NYJ,-87,-0.322,-0.287,68,449,283,1,0.56,2,2018,38,11.8,-2.8,7.4,-105
J.Landry,CLE,-121,-0.222,-0.232,149,978,777,4,0.54,1,2018,80,12.2,-1.4,9.7,-111
G.Tate,2TM,-88,-0.278,-0.225,114,795,523,4,0.66,2,2018,75,10.6,-1.8,7.0,-134
W.Fuller,HOU,190,0.346,0.374,45,503,574,4,0.71,0,2018,32,15.7,5.6,18.0,180
R.Foster,BUF,141,0.262,0.279,44,541,483,3,0.61,0,2018,27,20.2,5.0,18.0,135
T.Smith,NO,126,0.227,0.226,44,427,477,5,0.64,0,2018,28,15.2,4.5,16.9,126
D.Pettis,SF,114,0.168,0.181,45,467,461,5,0.60,0,2018,27,17.3,4.0,17.1,109
Ja.Brown,SEA,93,0.580,0.529,19,166,263,5,0.74,0,2018,14,11.8,7.1,18.7,100
B.Perriman,CLE,86,0.366,0.311,25,340,305,2,0.64,0,2018,16,21.3,6.1,19.1,97
J.Matthews,PHI,86,0.288,0.300,28,300,288,2,0.71,0,2018,20,15.1,4.2,14.5,84
D.Inman,IND,77,0.091,0.118,39,304,358,3,0.72,0,2018,28,10.8,2.5,12.7,69
D.Robinson,KC,54,0.135,0.082,33,288,306,4,0.67,0,2018,22,13.0,3.1,13.8,68
G.Allison,GB,46,0.168,0.076,30,303,281,2,0.67,1,2018,20,15.1,3.3,14.0,66
